ID,Paper,No,Cell,Type,Phase,Genl,Ion,Charge,Irmods,LET,E,alpha_x,beta_x,alpha_l,beta_l
42,tilly99,2,V79,n,a,5.6,14N,7,m,165,14.4,0.112,0.03,0.697,0.138
42,tilly99,3,V79,n,a,5.6,4He,2,m,6,39,0.112,0.03,0.559,0
43,thacker79,1,V79,n,a,5.6,4He,2,m,28,5.9,0.121,0.031,0.64,0.021
43,thacker79,2,V79,n,a,5.6,4He,2,m,70,1.8,0.121,0.031,1.114,0
43,thacker79,3,V79,n,a,5.6,4He,2,m,90,1.24,0.121,0.031,1.346,0
43,thacker79,4,V79,n,a,5.6,11B,5,m,110,10.3,0.121,0.031,0.906,0
43,thacker79,5,V79,n,a,5.6,11B,5,m,200,5,0.121,0.031,1.259,0
43,thacker79,6,V79,n,a,5.6,14N,7,m,470,3.8,0.121,0.031,0.785,0
44,hirayama09,1,V79,n,a,5.6,12C,6,m,20,144,0.132,0.037,0.322,0
44,hirayama09,2,V79,n,a,5.6,56Fe,26,m,200,416,0.132,0.037,1.106,0
44,hirayama09,3,V79,n,a,5.6,56Fe,26,m,797,53,0.132,0.037,0.553,0
44,hirayama09,4,V79,n,a,5.6,56Fe,26,m,1298,29,0.132,0.037,0.437,0
44,hirayama09,5,V79,n,a,5.6,56Fe,26,m,2106,16,0.132,0.037,0.353,0
45,hirayama05,1,CHO,n,a,5.6,12C,6,m,79.6,24,0.278,0.086,1.11,0.118
46,curtis82,1,R-1,t,a,5.6,12C,6,s,11,389,0.14,0.062,0.402,0.054
46,curtis82,2,R-1,t,a,5.6,12C,6,s,16,200,0.14,0.062,0.566,0.019
46,curtis82,3,R-1,t,a,5.6,12C,6,s,30.5,81,0.14,0.062,0.614,0.018
46,curtis82,4,R-1,t,a,5.6,12C,6,s,36,65.5,0.14,0.062,0.496,0.068
46,curtis82,5,R-1,t,a,5.6,12C,6,s,38,61,0.14,0.062,0.475,0.07
46,curtis82,6,R-1,t,a,5.6,12C,6,s,46,48,0.14,0.062,0.631,0.047
46,curtis82,7,R-1,t,a,5.6,12C,6,s,52.5,40.5,0.14,0.062,0.553,0.065
46,curtis82,8,R-1,t,a,5.6,12C,6,s,64,32,0.14,0.062,0.446,0.058
46,curtis82,9,R-1,t,a,5.6,12C,6,s,75,26,0.14,0.062,0.744,0.046
46,curtis82,10,R-1,t,a,5.6,12C,6,s,90,21,0.14,0.062,0.871,0.037
46,curtis82,11,R-1,t,a,5.6,12C,6,s,95,19.5,0.14,0.062,0.76,0.045
46,curtis82,12,R-1,t,a,5.6,20Ne,10,s,31,379,0.14,0.062,0.492,0.078
46,curtis82,13,R-1,t,a,5.6,20Ne,10,s,35,299,0.14,0.062,0.567,0.016
46,curtis82,14,R-1,t,a,5.6,20Ne,10,s,58.5,133,0.14,0.062,0.646,0.025
46,curtis82,15,R-1,t,a,5.6,20Ne,10,s,70,105,0.14,0.062,0.648,0.039
46,curtis82,16,R-1,t,a,5.6,20Ne,10,s,74,97,0.14,0.062,0.799,0.031
46,curtis82,17,R-1,t,a,5.6,20Ne,10,s,90,75,0.14,0.062,0.506,0.025
46,curtis82,18,R-1,t,a,5.6,20Ne,10,s,120,52,0.14,0.062,0.897,0.053
46,curtis82,19,R-1,t,a,5.6,20Ne,10,s,122.5,50,0.14,0.062,0.8,0.048
46,curtis82,20,R-1,t,a,5.6,20Ne,10,s,150,39,0.14,0.062,0.745,0.042
46,curtis82,21,R-1,t,a,5.6,20Ne,10,s,177.5,32,0.14,0.062,1.168,0.026
46,curtis82,22,R-1,t,a,5.6,20Ne,10,s,185,30,0.14,0.062,0.844,0.027
46,curtis82,23,R-1,t,a,5.6,40Ar,18,s,95,428,0.14,0.062,0.949,0.054
46,curtis82,24,R-1,t,a,5.6,40Ar,18,s,210,116.5,0.14,0.062,1.053,0.03
46,curtis82,25,R-1,t,a,5.6,40Ar,18,s,280,79,0.14,0.062,1.144,0
46,curtis82,26,R-1,t,a,5.6,40Ar,18,s,430,46,0.14,0.062,1.076,0.006
46,curtis82,27,R-1,t,a,5.6,40Ar,18,s,540,34.5,0.14,0.062,0.955,0.002
46,curtis82,28,R-1,t,a,5.6,40Ar,18,s,750,22,0.14,0.062,0.884,0.015
47,boehrnsen02,1,V79,n,a,5.6,12C,6,m,27.5,92.5,0.07,0.028,0.254,0.042
47,boehrnsen02,2,V79,n,a,5.6,12C,6,m,153,10.2,0.07,0.028,0.604,0.062
48,fournier01,1,AG1522B,n,a,6,12C,6,m,153.5,11,0.472,0.035,1.381,0
48,fournier01,2,AG1522B,n,a,6,12C,6,m,16.6,195,0.472,0.035,0.353,0.126
48,fournier01,3,AG1522B,n,a,6,58Ni,28,m,2455,9.9,0.472,0.035,0.338,0
48,fournier01,4,PS1,n,a,6,12C,6,m,16.6,195,0.588,0.023,0.569,0.033
49,wulf85,1,B14FAF28,n,a,5.6,40Ar,18,m,1950,3.88,0.21,0.0147,0.17,0
49,wulf85,2,B14FAF28,n,a,5.6,40Ar,18,m,1950,3.88,0.21,0.0147,0.176,0
49,wulf85,3,B14FAF28,n,a,5.6,40Ar,18,m,1800,4.64,0.21,0.0147,0.205,0
49,wulf85,4,B14FAF28,n,a,5.6,40Ar,18,m,1350,8.4,0.21,0.0147,0.319,0
49,wulf85,5,B14FAF28,n,a,5.6,40Ar,18,m,1280,9.24,0.21,0.0147,0.327,0
49,wulf85,6,B14FAF28,n,a,5.6,40Ar,18,m,1280,9.24,0.21,0.0147,0.347,0
49,wulf85,7,B14FAF28,n,a,5.6,48Ti,22,m,2710,3.68,0.21,0.0147,0.165,0
49,wulf85,8,B14FAF28,n,a,5.6,48Ti,22,m,2140,7.03,0.21,0.0147,0.154,0
49,wulf85,9,B14FAF28,n,a,5.6,58Ni,28,m,3910,3.6,0.21,0.0147,0.091,0
49,wulf85,10,B14FAF28,n,a,5.6,58Ni,28,m,3910,3.6,0.21,0.0147,0.123,0
49,wulf85,11,B14FAF28,n,a,5.6,84Kr,36,m,5600,3.17,0.21,0.0147,0.064,0
49,wulf85,12,B14FAF28,n,a,5.6,84Kr,36,m,4700,7,0.21,0.0147,0.132,0
49,wulf85,13,B14FAF28,n,a,5.6,132Xe,54,m,4100,0.24,0.21,0.0147,0.133,0
49,wulf85,14,B14FAF28,n,a,5.6,132Xe,54,m,8800,5.2,0.21,0.0147,0.057,0
49,wulf85,15,B14FAF28,n,a,5.6,132Xe,54,m,8700,5.71,0.21,0.0147,0.038,0
49,wulf85,16,B14FAF28,n,a,5.6,132Xe,54,m,8200,7.29,0.21,0.0147,0.056,0
49,wulf85,17,B14FAF28,n,a,5.6,132Xe,54,m,8000,8.16,0.21,0.0147,0.052,0
49,wulf85,18,B14FAF28,n,a,5.6,142Nd,60,m,10590,3.17,0.21,0.0147,0.047,0
49,wulf85,19,B14FAF28,n,a,5.6,208Pb,82,m,5400,0.26,0.21,0.0147,0.041,0
49,wulf85,20,B14FAF28,n,a,5.6,208Pb,82,m,14200,3.58,0.21,0.0147,0.046,0
49,wulf85,21,B14FAF28,n,a,5.6,208Pb,82,m,13900,7.81,0.21,0.0147,0.05,0
49,wulf85,22,B14FAF28,n,a,5.6,238U,92,m,6500,0.3,0.21,0.0147,0.032,0
49,wulf85,23,B14FAF28,n,a,5.6,238U,92,m,14500,1.95,0.21,0.0147,0.027,0
49,wulf85,24,B14FAF28,n,a,5.6,238U,92,m,15500,3.16,0.21,0.0147,0.03,0
49,wulf85,25,B14FAF28,n,a,5.6,238U,92,m,15800,4.37,0.21,0.0147,0.028,0
49,wulf85,26,B14FAF28,n,a,5.6,238U,92,m,15800,5.04,0.21,0.0147,0.033,0
49,wulf85,27,B14FAF28,n,a,5.6,238U,92,m,15500,6.04,0.21,0.0147,0.043,0
49,wulf85,28,B14FAF28,n,a,5.6,238U,92,m,15500,6.27,0.21,0.0147,0.042,0
49,wulf85,29,B14FAF28,n,a,5.6,238U,92,m,15400,7.07,0.21,0.0147,0.041,0
49,wulf85,30,B14FAF28,n,a,5.6,238U,92,m,15000,8.61,0.21,0.0147,0.044,0
49,wulf85,31,V79,n,a,5.6,12C,6,m,390,2.4,0.2,0.0171,0.668,0
49,wulf85,32,V79,n,a,5.6,12C,6,m,290,3.9,0.2,0.0171,0.869,0
49,wulf85,33,V79,n,a,5.6,12C,6,m,280,4.1,0.2,0.0171,0.882,0
49,wulf85,34,V79,n,a,5.6,12C,6,m,240,5.2,0.2,0.0171,0.948,0
49,wulf85,35,V79,n,a,5.6,12C,6,m,225,5.7,0.2,0.0171,0.786,0
49,wulf85,36,V79,n,a,5.6,12C,6,m,215,6.1,0.2,0.0171,1.07,0
49,wulf85,37,V79,n,a,5.6,12C,6,m,180,7.6,0.2,0.0171,0.917,0
49,wulf85,38,V79,n,a,5.6,12C,6,m,162,8.7,0.2,0.0171,0.938,0
49,wulf85,39,V79,n,a,5.6,16O,8,m,392,5.6,0.2,0.0171,0.67,0
49,wulf85,40,V79,n,a,5.6,16O,8,m,392,5.6,0.2,0.0171,0.59,0
49,wulf85,41,V79,n,a,5.6,16O,8,m,278,8.7,0.2,0.0171,0.989,0
49,wulf85,42,V79,n,a,5.6,16O,8,m,278,8.7,0.2,0.0171,1.012,0
49,wulf85,43,V79,n,a,5.6,18F,9,m,834,2.2,0.2,0.0171,0.257,0
49,wulf85,44,V79,n,a,5.6,18F,9,m,622,3.8,0.2,0.0171,0.396,0
49,wulf85,45,V79,n,a,5.6,18F,9,m,515,5.2,0.2,0.0171,0.556,0
49,wulf85,46,V79,n,a,5.6,18F,9,m,515,5.2,0.2,0.0171,0.584,0
49,wulf85,47,V79,n,a,5.6,40Ar,18,m,2400,1.9,0.2,0.0171,0.081,0
49,wulf85,48,V79,n,a,5.6,40Ar,18,m,1750,5.1,0.2,0.0171,0.189,0
49,wulf85,49,V79,n,a,5.6,40Ar,18,m,1300,9.1,0.2,0.0171,0.154,0
49,wulf85,50,V79,n,a,5.6,40Ar,18,m,1300,9.1,0.2,0.0171,0.168,0
49,wulf85,51,V79,n,a,5.6,40Ar,18,m,1175,10.4,0.2,0.0171,0.282,0
49,wulf85,52,V79,n,a,5.6,40Ar,18,m,940,14.2,0.2,0.0171,0.386,0
49,wulf85,53,V79,n,a,5.6,40Ar,18,m,830,16.9,0.2,0.0171,0.422,0
49,wulf85,54,V79,n,a,5.6,40Ar,18,m,730,20,0.2,0.0171,0.588,0
49,wulf85,55,V79,n,a,5.6,40Ar,18,m,480,35,0.2,0.0171,0.686,0
49,wulf85,56,V79,n,a,5.6,40Ar,18,m,155,165,0.2,0.0171,0.919,0
49,wulf85,57,V79,n,a,5.6,40Ar,18,m,150,170,0.2,0.0171,1.129,0
49,wulf85,58,V79,n,a,5.6,40Ca,20,m,1500,10.6,0.2,0.0171,0.125,0
49,wulf85,59,V79,n,a,5.6,56Fe,26,m,1590,0.1,0.2,0.0171,0.031,0
49,wulf85,60,V79,n,a,5.6,56Fe,26,m,1950,13,0.2,0.0171,0.208,0
49,wulf85,61,V79,n,a,5.6,56Fe,26,m,1650,17,0.2,0.0171,0.265,0
49,wulf85,62,V79,n,a,5.6,56Fe,26,m,650,60,0.2,0.0171,0.527,0
49,wulf85,63,V79,n,a,5.6,56Fe,26,m,520,80,0.2,0.0171,0.672,0
49,wulf85,64,V79,n,a,5.6,56Fe,26,m,460,95,0.2,0.0171,0.62,0
49,wulf85,65,V79,n,a,5.6,56Fe,26,m,185,400,0.2,0.0171,1.088,0
49,wulf85,66,V79,n,a,5.6,58Ni,28,m,5170,0.7,0.2,0.0171,0.015,0
49,wulf85,67,V79,n,a,5.6,58Ni,28,m,4480,1.8,0.2,0.0171,0.036,0
49,wulf85,68,V79,n,a,5.6,58Ni,28,m,4160,2.5,0.2,0.0171,0.059,0
49,wulf85,69,V79,n,a,5.6,58Ni,28,m,3700,4.5,0.2,0.0171,0.1,0
49,wulf85,70,V79,n,a,5.6,58Ni,28,m,3350,6.1,0.2,0.0171,0.106,0
49,wulf85,71,V79,n,a,5.6,84Kr,36,m,5800,2.83,0.2,0.0171,0.045,0
49,wulf85,72,V79,n,a,5.6,84Kr,36,m,4000,11,0.2,0.0171,0.083,0
49,wulf85,73,V79,n,a,5.6,84Kr,36,m,3950,11.1,0.2,0.0171,0.089,0
49,wulf85,74,V79,n,a,5.6,84Kr,36,m,3190,17.9,0.2,0.0171,0.127,0
49,wulf85,75,V79,n,a,5.6,84Kr,36,m,3150,18,0.2,0.0171,0.137,0
49,wulf85,76,V79,n,a,5.6,132Xe,54,m,9100,3.75,0.2,0.0171,0.03,0
49,wulf85,77,V79,n,a,5.6,132Xe,54,m,8800,5.3,0.2,0.0171,0.029,0
49,wulf85,78,V79,n,a,5.6,132Xe,54,m,8800,5.3,0.2,0.0171,0.032,0
49,wulf85,79,V79,n,a,5.6,132Xe,54,m,8500,6.2,0.2,0.0171,0.037,0
49,wulf85,80,V79,n,a,5.6,132Xe,54,m,8400,6.51,0.2,0.0171,0.051,0
49,wulf85,81,V79,n,a,5.6,132Xe,54,m,7600,10.1,0.2,0.0171,0.049,0
49,wulf85,82,V79,n,a,5.6,132Xe,54,m,7600,10.1,0.2,0.0171,0.051,0
49,wulf85,83,V79,n,a,5.6,132Xe,54,m,7400,11.3,0.2,0.0171,0.057,0
49,wulf85,84,V79,n,a,5.6,132Xe,54,m,7000,13.3,0.2,0.0171,0.05,0
49,wulf85,85,V79,n,a,5.6,132Xe,54,m,7000,13.3,0.2,0.0171,0.053,0
49,wulf85,86,V79,n,a,5.6,132Xe,54,m,6600,15.8,0.2,0.0171,0.065,0
49,wulf85,87,V79,n,a,5.6,132Xe,54,m,6300,17.7,0.2,0.0171,0.061,0
49,wulf85,88,V79,n,a,5.6,132Xe,54,m,6300,17.7,0.2,0.0171,0.062,0
49,wulf85,89,V79,n,a,5.6,238U,92,m,12500,1.1,0.2,0.0171,0.021,0
49,wulf85,90,V79,n,a,5.6,238U,92,m,13500,1.7,0.2,0.0171,0.021,0
49,wulf85,91,V79,n,a,5.6,238U,92,m,13500,1.7,0.2,0.0171,0.02,0
49,wulf85,92,V79,n,a,5.6,238U,92,m,15000,2.5,0.2,0.0171,0.017,0
49,wulf85,93,V79,n,a,5.6,238U,92,m,15200,2.75,0.2,0.0171,0.02,0
49,wulf85,94,V79,n,a,5.6,238U,92,m,15500,3.2,0.2,0.0171,0.022,0
49,wulf85,95,V79,n,a,5.6,238U,92,m,15700,3.85,0.2,0.0171,0.019,0
49,wulf85,96,V79,n,a,5.6,238U,92,m,15700,3.85,0.2,0.0171,0.023,0
49,wulf85,97,V79,n,a,5.6,238U,92,m,15750,4.1,0.2,0.0171,0.023,0
49,wulf85,98,V79,n,a,5.6,238U,92,m,15750,4.1,0.2,0.0171,0.021,0
49,wulf85,99,V79,n,a,5.6,238U,92,m,15750,4.1,0.2,0.0171,0.023,0
49,wulf85,100,V79,n,a,5.6,238U,92,m,15800,4.7,0.2,0.0171,0.019,0
49,wulf85,101,V79,n,a,5.6,238U,92,m,15600,6.9,0.2,0.0171,0.026,0
49,wulf85,102,V79,n,a,5.6,238U,92,m,15600,6.9,0.2,0.0171,0.028,0
49,wulf85,103,V79,n,a,5.6,238U,92,m,15500,8.2,0.2,0.0171,0.026,0
49,wulf85,104,V79,n,a,5.6,238U,92,m,14400,12.3,0.2,0.0171,0.041,0
49,wulf85,105,V79,n,a,5.6,238U,92,m,14000,13.3,0.2,0.0171,0.043,0
49,wulf85,106,V79,n,a,5.6,238U,92,m,13800,13.7,0.2,0.0171,0.043,0
50,scholz03,1,CHO,n,a,5.6,20Ne,10,m,30.25,396,0.228,0.02,0.409,0.031
50,scholz03,2,CHO,n,a,5.6,16O,8,m,21.4,325,0.228,0.02,0.334,0.039
50,scholz03,3,CHO,n,a,5.6,12C,6,m,13.3,270,0.228,0.02,0.383,0.039
50,scholz03,4,CHO,n,a,5.6,20Ne,10,m,410,11,0.228,0.02,0.868,0
50,scholz03,5,CHO,n,a,5.6,16O,8,m,265,11,0.228,0.02,1.002,0
50,scholz03,6,CHO,n,a,5.6,12C,6,m,150,11,0.228,0.02,1.277,0
50,scholz03,7,V79,n,a,5.6,238U,92,m,16500,5,0.093,0.026,0.023,0
50,scholz03,8,V79,n,a,5.6,12C,6,m,150,11,0.093,0.026,1.32,0
51,persson02,1,AA,t,a,6,10B,5,m,40,36.6,0.047,0.048,0.206,0.151
51,persson02,2,AA,t,a,6,10B,5,m,80,15.3,0.047,0.048,0.238,0.334
51,persson02,3,AA,t,a,6,10B,5,m,160,6.6,0.047,0.048,0.712,0.226
52,yang84,1,C3H10T1/2,n,a,5.6,56Fe,26,m,500,300,0.089,0.043,0.655,0
52,yang84,2,C3H10T1/2,n,a,5.6,238U,92,m,1900,960,0.06,0.056,0.322,0
53,scholz97,1,CHO,n,a,5.6,12C,6,m,150,11,0.18,0.028,1.057,0
53,scholz97,2,CHO,n,a,5.6,12C,6,m,32,77,0.18,0.028,0.571,0.043
53,scholz97,3,CHO,n,a,5.6,12C,6,m,16.6,190,0.18,0.028,0.459,0.026
53,scholz97,4,CHO,n,a,5.6,12C,6,m,13.5,266,0.18,0.028,0.496,0.026
53,scholz97,5,CHO,n,a,5.6,16O,8,m,265,11,0.18,0.028,1.025,0
53,scholz97,6,CHO,n,a,5.6,16O,8,m,50.5,89,0.18,0.028,0.801,0
53,scholz97,7,CHO,n,a,5.6,16O,8,m,29,194,0.18,0.028,0.494,0.037
53,scholz97,8,CHO,n,a,5.6,16O,8,m,19.4,395,0.18,0.028,0.418,0.028
54,prise90,1,V79,n,a,5.6,1H,1,m,16.9,1.9,0.11,0.027,0.35,0.045
54,prise90,2,V79,n,a,5.6,1H,1,m,23.7,1.15,0.11,0.027,0.33,0.066
54,prise90,3,V79,n,a,5.6,1H,1,m,31,0.76,0.11,0.027,1.03,0
54,prise90,4,V79,n,a,5.6,4He,2,m,108,0.95,0.11,0.027,1.31,0
55,terato08,1,AA8,n,a,5.6,12C,6,m,13,283,0.42,0.014,0.446,0.04
55,terato08,2,AA8,n,a,5.6,12C,6,m,30,83,0.42,0.014,0.681,0
55,terato08,3,AA8,n,a,5.6,12C,6,m,50,43,0.42,0.014,1.002,0
55,terato08,4,AA8,n,a,5.6,56Fe,26,m,200,290,0.42,0.014,1.47,0
56,suzuki96,1,HE,n,G1/G0,6,12C,6,m,22,126,0.112,0.169,1.333,0
56,suzuki96,2,HE,n,G1/G0,6,12C,6,m,39,59,0.112,0.169,1.512,0
56,suzuki96,3,HE,n,G1/G0,6,12C,6,m,68,29.3,0.112,0.169,1.661,0
56,suzuki96,4,HE,n,G1/G0,6,12C,6,m,75,26,0.112,0.169,1.92,0
56,suzuki96,5,HE,n,G1/G0,6,12C,6,m,110,16.4,0.112,0.169,2.423,0
56,suzuki96,6,HE,n,G1/G0,6,12C,6,m,124,14,0.112,0.169,2.251,0
56,suzuki96,7,HE,n,G1/G0,6,12C,6,m,148,11.2,0.112,0.169,2.022,0
56,suzuki96,8,HE,n,G1/G0,6,12C,6,m,230,6.6,0.112,0.169,1.836,0
57,matsumoto08,1,C32TG,t,a,6,12C,6,s,50,43.4,0.71,0.06,0.2,0.05
57,matsumoto08,2,Colo679,t,a,6,12C,6,s,50,43.4,0.62,0.06,0.17,0.07
57,matsumoto08,3,HMV-I,t,a,6,12C,6,s,50,43.4,0.46,0.14,0.12,0.08
57,matsumoto08,4,HMV-II,t,a,6,12C,6,s,50,43.4,0.68,0.01,0.29,0.02
57,matsumoto08,5,92-1,t,a,6,12C,6,s,50,43.4,1.31,0.09,0.88,0.07
57,matsumoto08,6,MeWo,t,a,6,12C,6,s,50,43.4,0.96,0.03,0.53,0.04
58,mehnati05,1,CHO,n,a,5.6,12C,6,m,20,144,0.233,0.02,0.67,0
58,mehnati05,2,CHO,n,a,5.6,12C,6,m,60,35,0.233,0.02,0.83,0
58,mehnati05,3,CHO,n,a,5.6,12C,6,m,82,23.5,0.233,0.02,1,0
58,mehnati05,4,CHO,n,a,5.6,12C,6,m,99,18.7,0.233,0.02,1.03,0
58,mehnati05,5,CHO,n,a,5.6,20Ne,10,m,102,64,0.233,0.02,1.1,0
58,mehnati05,6,CHO,n,a,5.6,20Ne,10,m,120,52,0.233,0.02,1.11,0
58,mehnati05,7,CHO,n,a,5.6,20Ne,10,m,171,34,0.233,0.02,1.32,0
58,mehnati05,8,CHO,n,a,5.6,20Ne,10,m,228,23.4,0.233,0.02,1.23,0
58,mehnati05,9,CHO,n,a,5.6,20Ne,10,m,341,14,0.233,0.02,1.03,0
58,mehnati05,10,CHO,n,a,5.6,40Ar,18,m,341,105.7,0.233,0.02,0.3,0
58,mehnati05,11,CHO,n,a,5.6,56Fe,26,m,780,55,0.233,0.02,0.48,0
58,mehnati05,12,CHO,n,a,5.6,56Fe,26,m,1200,28,0.233,0.02,0.38,0
58,mehnati05,13,CHO,n,a,5.6,56Fe,26,m,2000,13,0.233,0.02,0.29,0
59,stenerloew95,1,HTh7,t,a,6,4He,2,s,40,3.82,0.269,0.052,0.738,0
59,stenerloew95,2,B16,t,a,5.6,4He,2,s,40,3.82,0.122,0.043,0.741,0.07
59,stenerloew95,3,IGR,t,a,6,4He,2,s,40,3.82,0.108,0.056,0.531,0.062
59,stenerloew95,4,V79,n,a,5.6,4He,2,s,40,3.82,0.188,0.029,0.649,0.004
59,stenerloew95,5,V79,n,a,5.6,14N,7,m,125,20.3,0.188,0.029,1.04,0.07
59,stenerloew95,6,LS-174T,t,a,6,4He,2,s,40,3.82,0.543,0,0.918,0
59,stenerloew95,7,LS-174T,t,a,6,14N,7,m,125,20.3,0.543,0,1.48,0.209
59,stenerloew95,8,U-343MG,t,a,6,4He,2,s,40,3.82,0.061,0.067,0.784,0
59,stenerloew95,9,U-343MG,t,a,6,14N,7,m,125,20.3,0.061,0.067,1.92,0.177
59,stenerloew95,10,DU-145,t,a,6,4He,2,s,40,3.82,0.189,0.024,0.731,0
60,okayasu06,1,CHO,n,a,5.6,12C,6,m,70,28.5,0,0.072,0.752,0
60,okayasu06,2,CHO,n,a,5.6,56Fe,26,m,200,430,0,0.072,1.368,0
60,okayasu06,3,Xrs,n,a,5.6,12C,6,m,70,28.5,1.445,0,1.754,0
60,okayasu06,4,Xrs,n,a,5.6,56Fe,26,m,200,430,1.445,0,2.068,0
60,okayasu06,5,Ku80,n,a,5.6,12C,6,m,70,28.5,0.143,0.038,0.907,0
60,okayasu06,6,Ku80,n,a,5.6,56Fe,26,m,200,430,0.143,0.038,1.523,0
60,okayasu06,7,HFLIII,n,a,6,12C,6,m,70,28.5,0.737,0,1.371,0
60,okayasu06,8,HFLIII,n,a,6,56Fe,26,m,200,430,0.737,0,1.943,0
60,okayasu06,9,180BR,n,a,6,12C,6,m,70,28.5,2.012,0,1.871,0
60,okayasu06,10,180BR,n,a,6,56Fe,26,m,200,430,2.012,0,3.425,0
61,tsuboi07,1,NB1RGB,n,a,6,12C,6,m,20,144,0.328,0.057,0.582,0.045
61,tsuboi07,2,NB1RGB,n,a,6,12C,6,m,40,57,0.328,0.057,0.592,0.085
61,tsuboi07,3,NB1RGB,n,a,6,12C,6,m,80,24,0.328,0.057,0.946,0.169
61,tsuboi07,4,U87MG,t,a,6,12C,6,m,20,144,0.394,0.063,0.479,0.156
61,tsuboi07,5,U87MG,t,a,6,12C,6,m,40,57,0.394,0.063,0.852,0.092
61,tsuboi07,6,U87MG,t,a,6,12C,6,m,80,24,0.394,0.063,1.044,0.179
61,tsuboi07,7,TK1,t,a,6,12C,6,m,20,144,0.09,0.039,0.41,0.048
61,tsuboi07,8,TK1,t,a,6,12C,6,m,40,57,0.09,0.039,0.445,0.089
61,tsuboi07,9,TK1,t,a,6,12C,6,m,80,24,0.09,0.039,0.755,0.244
62,todd75,1,ChangHL,n,a,6,7Li,3,m,55,7,0.338,0.079,1.078,0.06
62,todd75,2,ChangHL,n,a,6,12C,6,m,220,7,0.275,0.047,1.005,0
62,todd75,3,ChangHL,n,a,6,40Ar,18,m,1940,5.3,0.352,0.059,0.281,0
62,todd75,4,M3-1,n,a,5.6,7Li,3,m,55,7,0.125,0.055,0.735,0.106
62,todd75,5,M3-1,n,a,5.6,11B,5,m,165,6.3,0.211,0.041,0.096,0.429
62,todd75,6,M3-1,n,a,5.6,12C,6,m,220,7,0.078,0.036,0.427,0.124
62,todd75,7,M3-1,n,a,5.6,14N,7,m,350,5.7,0.271,0.026,0.89,0
62,todd75,8,M3-1,n,a,5.6,16O,8,m,385,7,0.224,0.031,0.793,0
62,todd75,9,M3-1,n,a,5.6,20Ne,10,m,580,7,0.068,0.043,0.602,0
62,todd75,10,M3-1,n,a,5.6,40Ar,18,m,1940,5.3,0.025,0.039,0.212,0
63,hall72,1,V79,n,a,5.6,4He,2,m,106,1.3,0.259,0.0063,1.465,0.034
64,takahashi00,1,A172,t,a,6,12C,6,s,70,28.5,0.066,0.072,0.794,0
64,takahashi00,2,A172,t,a,6,4He,2,s,156,0.51,0.066,0.072,0.535,0
64,takahashi00,3,A172neo,t,a,6,12C,6,s,70,28.5,0.061,0.076,0.794,0
64,takahashi00,4,A172neo,t,a,6,4He,2,s,156,0.51,0.061,0.076,0.523,0
64,takahashi00,5,A172mp53,t,a,6,12C,6,s,70,28.5,0.0083,0.061,0.768,0
64,takahashi00,6,A172mp53,t,a,6,4He,2,s,156,0.51,0.0083,0.061,0.512,0
64,takahashi00,7,TG98G,t,a,6,12C,6,s,70,28.5,0.01,0.06,0.72,0
64,takahashi00,8,TG98G,t,a,6,4He,2,s,156,0.51,0.01,0.06,0.501,0
65,takahashi04,1,H1299wtp53,t,a,6,12C,6,m,30,83,0.02,0.039,0.226,0.031
65,takahashi04,2,H1299wtp53,t,a,6,12C,6,m,70,28.5,0.02,0.039,0.148,0.089
65,takahashi04,3,H1299wtp53,t,a,6,12C,6,m,70,28.5,0.027,0.034,0,0.123
65,takahashi04,4,H1299wtp53,t,a,6,12C,6,m,100,18.5,0.02,0.039,0.475,0.074
65,takahashi04,5,H1299tp53,t,a,6,12C,6,m,30,83,0.041,0.016,0.101,0.037
65,takahashi04,6,H1299tp53,t,a,6,12C,6,m,70,28.5,0.041,0.016,0.057,0.107
65,takahashi04,7,H1299tp53,t,a,6,12C,6,m,70,28.5,0,0.016,0,0.11
65,takahashi04,8,H1299tp53,t,a,6,12C,6,m,100,18.5,0.041,0.016,0.34,0.11
65,takahashi04,9,H1299tp53-null,t,a,6,12C,6,m,30,83,0,0.016,0.057,0.042
65,takahashi04,10,H1299tp53-null,t,a,6,12C,6,m,70,28.5,0,0.016,0.244,0.073
65,takahashi04,11,H1299tp53-null,t,a,6,12C,6,m,70,28.5,0,0.017,0,0.109
65,takahashi04,12,H1299tp53-null,t,a,6,12C,6,m,100,18.5,0,0.016,0.297,0.119
66,matsuzaki98,1,OCUB-M,t,a,6,12C,6,s,80,24,0.28,0.044,1.386,0
66,matsuzaki98,2,CRL-1500,t,a,6,12C,6,s,80,24,0.343,0.077,1.711,0.021
66,matsuzaki98,3,YMB-1,t,a,6,12C,6,s,80,24,0.682,0.032,1.734,0
67,kronenberg09,1,Aprt,n,a,5.6,56Fe,26,m,151.4,1000,0.556,0,1.087,0
68,hamada06,1,AG01522,n,a,6,4He,2,m,16.2,11.5,0.45,0,0.649,0
68,hamada06,2,AG01522,n,a,6,12C,6,m,76.3,25.5,0.45,0,1.337,0
68,hamada06,3,AG01522,n,a,6,12C,6,m,108,17,0.45,0,1.751,0
68,hamada06,4,AG01522,n,a,6,20Ne,10,m,321,15,0.45,0,1.508,0
68,hamada06,5,AG01522,n,a,6,20Ne,10,m,437,10,0.45,0,1.233,0
68,hamada06,6,AG01522,n,a,6,40Ar,18,m,1610,7,0.45,0,0.373,0
